Stationscode,Stationsname,Stationsumgebung,Art der Station,Gemeinde,Jahr,NO2
DENW305,Mülheim Kölner Straße (B1),vorstädtisches Gebiet,Verkehr,Mülheim an der Ruhr,2015,39
DENW331,Bochum Herner Straße 385,städtisches Gebiet,Verkehr,Bochum,2015,47
DENW332,Köln Hauptstraße,städtisches Gebiet,Verkehr,Köln,2015,39
DENW334,Kamen Bahnhofstraße 21,städtisches Gebiet,Verkehr,Kamen,2015,33
DENW335,Meerbusch Meerbuscher Straße,städtisches Gebiet,Verkehr,Meerbusch,2015,32
DENW336,Köln Luxemburger Straße,städtisches Gebiet,Verkehr,Köln,2015,50
DENW340,Düsseldorf Ludenberger Straße,städtisches Gebiet,Verkehr,Düsseldorf,2015,51
DENW351,Gelsenkirchen Grothusstraße,städtisches Gebiet,Verkehr,Gelsenkirchen,2015,35
DENW353,Köln Lindweilerweg 144,städtisches Gebiet,Verkehr,Köln,2015,42
DENW354,Düsseldorf Südring,städtisches Gebiet,Verkehr,Düsseldorf,2015,38
DENW355,Leverkusen Gustav-Heinemann-Straße,städtisches Gebiet,Verkehr,Leverkusen,2015,47
DENW356,Lüdenscheid Lennestraße,städtisches Gebiet,Verkehr,Lüdenscheid,2015,35
DENW358,Köln Bergisch Gladbacher Straße,städtisches Gebiet,Verkehr,Köln,2015,42
DENW360,Siegen Sandstraße 15,städtisches Gebiet,Verkehr,Siegen,2015,46
DENW361,Bielefeld-Innenstadt,städtisches Gebiet,Verkehr,Bielefeld,2015,49
DENW363,Paderborn-Schloss Neuhaus,städtisches Gebiet,Verkehr,Paderborn,2015,42
DENW364,Bottrop Peterstraße 9,städtisches Gebiet,Verkehr,Bottrop,2015,38
DENW365,Schwerte Hörder Straße 13,städtisches Gebiet,Verkehr,Schwerte,2015,46
DENW367,Gladbeck Goethestraße,städtisches Gebiet,Verkehr,Gladbeck,2015,kein Wert verfügbar
DENW368,Düsseldorf Burgunderstraße,städtisches Gebiet,Verkehr,Düsseldorf,2015,kein Wert verfügbar
DENW369,Herne Recklinghauser Straße 4/6,städtisches Gebiet,Verkehr,Herne,2015,kein Wert verfügbar
DENW370,Düsseldorf Südring 110,städtisches Gebiet,Verkehr,Düsseldorf,2015,kein Wert verfügbar
DENW371,Aachen-Haaren,städtisches Gebiet,Verkehr,Aachen,2015,kein Wert verfügbar
DENW373,Essen Abteistraße,städtisches Gebiet,Verkehr,Essen,2015,kein Wert verfügbar
DENW376,Duisburg Friedrich-Wilhelm-Straße 25,städtisches Gebiet,Verkehr,Duisburg,2015,kein Wert verfügbar
DENW377,Duisburg Meiderich Bahnhofstraße,städtisches Gebiet,Verkehr,Duisburg,2015,kein Wert verfügbar
DENW379,Essen Hombrucher Straße 31,städtisches Gebiet,Verkehr,Essen,2015,kein Wert verfügbar
DENW383,Bielefeld Herforder Straße,städtisches Gebiet,Verkehr,Bielefeld,2015,kein Wert verfügbar
DENW384,Bochum Dorstener Straße,städtisches Gebiet,Verkehr,Bochum,2015,kein Wert verfügbar
DENW385,Düsseldorf Bernburger Straße,städtisches Gebiet,Verkehr,Düsseldorf,2015,kein Wert verfügbar
DENW393,Düsseldorf Kaiserstraße 31,städtisches Gebiet,Verkehr,Düsseldorf,2015,kein Wert verfügbar
DENW399,Essen Kruppstraße 117,städtisches Gebiet,Verkehr,Essen,2015,kein Wert verfügbar
DENW400,Köln Hahnenstraße 45,städtisches Gebiet,Verkehr,Köln,2015,kein Wert verfügbar
DENW401,Köln Luxemburger Straße 78,städtisches Gebiet,Verkehr,Köln,2015,kein Wert verfügbar
DENW403,Hagen Eckeseyer Str. 7,städtisches Gebiet,Verkehr,Hagen,2015,kein Wert verfügbar
DENW404,Hagen Bergischer Ring 32,städtisches Gebiet,Verkehr,Hagen,2015,kein Wert verfügbar
DENW406,Bochum Dorstener Straße 229,städtisches Gebiet,Verkehr,Bochum,2015,kein Wert verfügbar
DENW407,Bochum Herner Straße 226,städtisches Gebiet,Verkehr,Bochum,2015,kein Wert verfügbar
DENW408,Dortmund Mallinckrodtstraße 192,städtisches Gebiet,Verkehr,Dortmund,2015,kein Wert verfügbar
DENW409,Dortmund Märkische Straße 57,städtisches Gebiet,Verkehr,Dortmund,2015,kein Wert verfügbar
DENW410,Dortmund Ruhrallee 61,städtisches Gebiet,Verkehr,Dortmund,2015,kein Wert verfügbar
DENW411,Dortmund Borsigstraße 53,städtisches Gebiet,Verkehr,Dortmund,2015,kein Wert verfügbar
DENW412,Bielefeld August-Bebel-Straße 79,städtisches Gebiet,Verkehr,Bielefeld,2015,kein Wert verfügbar
DENW413,Bielefeld Kreuzstraße 7,städtisches Gebiet,Verkehr,Bielefeld,2015,kein Wert verfügbar
DENW414,Bielefeld Stapenhorststraße 14,städtisches Gebiet,Verkehr,Bielefeld,2015,kein Wert verfügbar
DENW415,Oberhausen Duisburger Straße,städtisches Gebiet,Verkehr,Oberhausen,2015,kein Wert verfügbar
DENW416,Duisburg Moerser Straße 245,städtisches Gebiet,Verkehr,Duisburg,2015,kein Wert verfügbar
DENW417,Köln Subbelrather Straße 262,städtisches Gebiet,Verkehr,Köln,2015,kein Wert verfügbar
DENW418,Duisburg Asterlager Straße 122,städtisches Gebiet,Verkehr,Duisburg,2015,kein Wert verfügbar
DENW419,Düsseldorf Herzogstraße 37,städtisches Gebiet,Verkehr,Düsseldorf,2015,kein Wert verfügbar
DENW420,Düsseldorf Südring 51,städtisches Gebiet,Verkehr,Düsseldorf,2015,kein Wert verfügbar
DENW421,Düsseldorf Uerdinger Straße 108,städtisches Gebiet,Verkehr,Düsseldorf,2015,kein Wert verfügbar
DENW422,Köln Aachener Straße 491,städtisches Gebiet,Verkehr,Köln,2015,kein Wert verfügbar
DENW423,Duisburg Karl-Jarres-Straße 69,städtisches Gebiet,Verkehr,Duisburg,2015,kein Wert verfügbar
DENW427,Essen Altenessener Straße 255,städtisches Gebiet,Verkehr,Essen,2015,kein Wert verfügbar
DENW428,Duisburg Duisburger Straße 66,städtisches Gebiet,Verkehr,Duisburg,2015,kein Wert verfügbar
DENW429,Bielefeld-Mitte,städtisches Gebiet,Verkehr,Bielefeld,2015,kein Wert verfügbar
DENW430,Düsseldorf Merowingerstraße,städtisches Gebiet,Verkehr,Düsseldorf,2015,kein Wert verfügbar
DENW436,Düren Euskirchener Straße 18/20,städtisches Gebiet,Verkehr,Düren,2015,kein Wert verfügbar
DENW438,Dortmund Bärenbruch,städtisches Gebiet,Verkehr,Dortmund,2015,kein Wert verfügbar
DENW439,Dortmund Bornstraße,städtisches Gebiet,Verkehr,Dortmund,2015,kein Wert verfügbar
DERP010,Mainz-Parcusstraße,städtisches Gebiet,Verkehr,Mainz,2015,57
DERP011,Mainz-Rheinallee,städtisches Gebiet,Verkehr,Mainz,2015,40
DERP012,Mainz-Große Langgasse,städtisches Gebiet,Verkehr,Mainz,2015,45
DERP020,Trier-Ostallee,städtisches Gebiet,Verkehr,Trier,2015,34
DERP023,Worms-Hagenstraße,städtisches Gebiet,Verkehr,Worms,2015,29
DERP024,Koblenz-Friedrich-Ebert-Ring,städtisches Gebiet,Verkehr,Koblenz,2015,37
DERP026,Frankenthal-Europaring,städtisches Gebiet,Verkehr,Frankenthal (Pfalz),2015,34
DERP036,Trier Kaiserstraße,städtisches Gebiet,Verkehr,Trier,2015,kein Wert verfügbar
DERP041,Ludwigshafen-Heinigstraße,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2015,46
DERP045,Koblenz-Hohenfelder Straße,städtisches Gebiet,Verkehr,Koblenz,2015,45
DERP046,Neuwied-Hermannstraße,städtisches Gebiet,Verkehr,Neuwied,2015,28
DERP052,Mayen,städtisches Gebiet,Verkehr,Mayen,2015,kein Wert verfügbar
DERP067,Koblenz-Bahnhofstr.,städtisches Gebiet,Verkehr,Koblenz,2015,kein Wert verfügbar
DERP068,Koblenz-Hohenzollernstr.,städtisches Gebiet,Verkehr,Koblenz,2015,kein Wert verfügbar
DERP070,Koblenz-Trierer Str.,städtisches Gebiet,Verkehr,Koblenz,2015,kein Wert verfügbar
DERP071,Koblenz-Rübenach,städtisches Gebiet,Verkehr,Koblenz,2015,kein Wert verfügbar
DERP072,Ludwigshafen-Heinigstr./Wredestr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2015,kein Wert verfügbar
DERP073,Ludwigshafen-Kaiser-Wilhelmstr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2015,kein Wert verfügbar
DERP074,Ludwigshafen-Heinigstr./Dörrhorststr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2015,kein Wert verfügbar
DERP075,Speyer-Bahnhofstraße,städtisches Gebiet,Verkehr,Speyer,2015,kein Wert verfügbar
DERP079,Mainz-Kaiserstr./Rheinallee,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP080,Mainz-Leibnizstr.,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP081,Mainz-Boppstr.,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP082,Mainz-Binger Str.,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP083,Mainz-Bahnhofstr.,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP084,Mainz-Hintere Bleiche,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP085,Mainz-Neubrunnenplatz,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP086,Mainz-Große Bleiche,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP087,Mainz-Bauhofstr. (FM),städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP089,Mainz-Große Bleiche (Landtag),städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP090,Mainz-Feldbergplatz,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP092,Mainz-Rheinallee/Parkh.,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP094,Mainz-Rheinstraße 24,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP095,Mainz-Rheinallee (Stadtbibliothek),städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP096,Mainz-Rheinstr. (DB Cargo),städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP097,Mainz-Windmühlenstr.,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP098,Mainz-Fichteplatz,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP099,Mainz-Schillerstr.,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP100,Mainz-Rheinallee (LfU),städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP101,Mainz-Rheinstr. (Stadtmauer),städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP102,Mainz-Rheinstr. (Rheingoldhalle),städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DERP103,Wörth-Maximiliansau (B10),vorstädtisches Gebiet,Verkehr,Wörth am Rhein,2015,kein Wert verfügbar
DERP105,Wörth-Maximiliansau (Rheinstr.),städtisches Gebiet,Verkehr,Wörth am Rhein,2015,kein Wert verfügbar
DERP106,Koblenz-Charlottenstr.,städtisches Gebiet,Verkehr,Koblenz,2015,kein Wert verfügbar
DERP107,Mainz-Rheinstr./Dagobertstr.,städtisches Gebiet,Verkehr,Mainz,2015,kein Wert verfügbar
DESH022,Flensburg,städtisches Gebiet,Verkehr,Flensburg,2015,33
DESH025,Itzehoe Lindenstr.,städtisches Gebiet,Verkehr,Itzehoe,2015,36
DESH027,Kiel-Bahnhofstr. Verk.,städtisches Gebiet,Verkehr,Kiel,2015,41
DESH028,Ratzeburg,städtisches Gebiet,Verkehr,Ratzeburg,2015,31
DESH030,Norderstedt,städtisches Gebiet,Verkehr,Norderstedt,2015,43
DESH052,Kiel-Theodor-Heuss-Ring,städtisches Gebiet,Verkehr,Kiel,2015,65
DESH053,Lübeck Moislinger Allee,städtisches Gebiet,Verkehr,Lübeck,2015,30
DESH059,Elmshorn-Holstenstraße,städtisches Gebiet,Verkehr,Elmshorn,2015,kein Wert verfügbar
DESH060,Rendsburg-Materialhofstraße,städtisches Gebiet,Verkehr,Rendsburg,2015,kein Wert verfügbar
DESH063,Neumünster-Feldstraße,städtisches Gebiet,Verkehr,Neumünster,2015,kein Wert verfügbar
DESL020,Saarbrücken-Verkehr,städtisches Gebiet,Verkehr,Saarbrücken,2015,40
DESL030,Ottweiler,städtisches Gebiet,Verkehr,Ottweiler,2015,kein Wert verfügbar
DESN006,Borna,städtisches Gebiet,Verkehr,Borna,2015,22
DESN020,Görlitz,städtisches Gebiet,Verkehr,Görlitz,2015,23
DESN025,Leipzig-Mitte,städtisches Gebiet,Verkehr,Leipzig,2015,43
DESN061,Dresden-Nord,städtisches Gebiet,Verkehr,Dresden,2015,32
DESN075,Plauen-Süd,städtisches Gebiet,Verkehr,Plauen,2015,23
DESN077,Leipzig Lützner Str. ,städtisches Gebiet,Verkehr,Leipzig,2015,40
DESN083,Chemnitz-Leipziger Str.,städtisches Gebiet,Verkehr,Chemnitz,2015,kein Wert verfügbar
DESN084,Dresden-Bergstr.,städtisches Gebiet,Verkehr,Dresden,2015,49
DESN091,Zwickau-Werdauer Str.,städtisches Gebiet,Verkehr,Zwickau,2015,26
DEST075,Halle/Merseburger Strasse,städtisches Gebiet,Verkehr,Halle (Saale),2015,35
DEST091,Dessau Albrechtsplatz,städtisches Gebiet,Verkehr,Dessau-Roßlau,2015,21
DEST092,Wittenberg/Dessauer Strasse,städtisches Gebiet,Verkehr,Wittenberg,2015,32
DEST095,Aschersleben,städtisches Gebiet,Verkehr,Aschersleben,2015,27
DEST101,Halberstadt/Friedenstrasse,städtisches Gebiet,Verkehr,Halberstadt,2015,35
DEST102,Halle/Paracelsusstr.,städtisches Gebiet,Verkehr,Halle (Saale),2015,49
DEST103,Magdeburg Schleinufer,städtisches Gebiet,Verkehr,Magdeburg,2015,34
DEST108,Weißenfels/Am Krug,städtisches Gebiet,Verkehr,Weißenfels,2015,18
DEST112,Magdeburg/Guericke-Stra.,städtisches Gebiet,Verkehr,Magdeburg,2015,kein Wert verfügbar
DEST133,Halle/Riebeckplatz,städtisches Gebiet,Verkehr,Halle (Saale),2015,kein Wert verfügbar
DEST134,Dessau/Roßlau,städtisches Gebiet,Verkehr,Dessau-Roßlau,2015,kein Wert verfügbar
DEST144,Magdeburg City-Tunnel,städtisches Gebiet,Verkehr,Magdeburg,2015,kein Wert verfügbar
DETH043,Erfurt Bergstr.,städtisches Gebiet,Verkehr,Erfurt,2015,37
DETH072,Suhl F.-König-Str,städtisches Gebiet,Verkehr,Suhl,2015,29
DETH075,Jena Westbahnhofstr.,städtisches Gebiet,Verkehr,Jena,2015,33
DETH081,Erfurt Heinrichstr,städtisches Gebiet,Verkehr,Erfurt,2015,34
DETH082,Jena Camburger Str.,städtisches Gebiet,Verkehr,Jena,2015,29
DETH083,Weimar Steubenstr.,städtisches Gebiet,Verkehr,Weimar,2015,26
DETH091,Mühlhausen Wanfrieder Str,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2015,30
DETH094,Mühlhausen Kiliansgr.,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2015,35
DETH097,Gera Str.des Friedens,städtisches Gebiet,Verkehr,Gera,2015,35
DETH098,Gera Theaterstr. PS,städtisches Gebiet,Verkehr,Gera,2015,33
DETH099,Erfurt Walkmühlstr.,städtisches Gebiet,Verkehr,Erfurt,2015,25
DETH100,Mühlhausen Petristeinweg,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2015,52
DETH101,Weimar Jenaer Str.,städtisches Gebiet,Verkehr,Weimar,2015,37
DETH102,Suhl Dr.Th.-Neubauer-Str.,städtisches Gebiet,Verkehr,Suhl,2015,37
DETH128,Saalfeld Friedens,städtisches Gebiet,Verkehr,Saalfeld/Saale,2015,kein Wert verfügbar
DETH131,Nordhausen Grimmelallee,städtisches Gebiet,Verkehr,Nordhausen,2015,kein Wert verfügbar
DETH132,Erfurt Schillerstr.,städtisches Gebiet,Verkehr,Erfurt,2015,kein Wert verfügbar
DEBB044,"Cottbus, Bahnhofstr.",städtisches Gebiet,Verkehr,Cottbus,2016,31
DEBB045,"Frankfurt (Oder), Leipziger Str.",städtisches Gebiet,Verkehr,Frankfurt (Oder),2016,35
DEBB049,"Brandenburg, Neuendorfer Str.",städtisches Gebiet,Verkehr,Brandenburg an der Havel,2016,28
DEBB054,"Potsdam, Zeppelinstr.",städtisches Gebiet,Verkehr,Potsdam,2016,43
DEBB060,"Eberswalde, Breite Straße",städtisches Gebiet,Verkehr,Eberswalde,2016,26
DEBB068,"Bernau, Lohmühlenstr.",städtisches Gebiet,Verkehr,Bernau bei Berlin,2016,27
DEBB073,"Potsdam, Großbeerenstr.",städtisches Gebiet,Verkehr,Potsdam,2016,40
DEBB087,"Cottbus, W.-Külz-Str.",städtisches Gebiet,Verkehr,Cottbus,2016,25
DEBB126,"Oranienburg, Bernauer Str.",städtisches Gebiet,Verkehr,Oranienburg,2016,kein Wert verfügbar
DEBE061,Berlin Schildhornstraße,städtisches Gebiet,Verkehr,Berlin,2016,46
DEBE063,Berlin Silbersteinstraße,städtisches Gebiet,Verkehr,Berlin,2016,52
DEBE064,Berlin Karl-Marx-Straße,städtisches Gebiet,Verkehr,Berlin,2016,51
DEBE065,Berlin Frankfurter Allee,städtisches Gebiet,Verkehr,Berlin,2016,41
DEBE067,Berlin Hardenbergplatz,städtisches Gebiet,Verkehr,Berlin,2016,51
DEBE069,Berlin Mariendorfer Damm,städtisches Gebiet,Verkehr,Berlin,2016,46
DEBE082,Berlin Leipziger Straße,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE083,Berlin Kantstraße,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE084,Berlin Hauptstraße,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE085,Berlin Herrmannstraße,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE086,Berlin Sonnenallee,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE092,Berlin Spandauer Damm,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE096,Berlin Landsberger Allee,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE097,Berlin Herrmannplatz,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE121,Berlin Mehringdamm,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE125,Berlin Leipziger Straße (MC),städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE126,Berlin Karl-Marx-Straße II,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBE127,Berlin Silbersteinstraße 5,städtisches Gebiet,Verkehr,Berlin,2016,kein Wert verfügbar
DEBW080,Karlsruhe Reinhold-Frank-Straße,städtisches Gebiet,Verkehr,Karlsruhe,2016,39
DEBW098,Mannheim Friedrichsring,städtisches Gebiet,Verkehr,Mannheim,2016,46
DEBW099,Stuttgart Arnulf-Klett-Platz,städtisches Gebiet,Verkehr,Stuttgart,2016,58
DEBW115,Mannheim Luisenring,städtisches Gebiet,Verkehr,Mannheim,2016,kein Wert verfügbar
DEBW116,Stuttgart Hohenheimer Straße,städtisches Gebiet,Verkehr,Stuttgart,2016,76
DEBW117,Ludwigsburg Friedrichstraße,städtisches Gebiet,Verkehr,Ludwigsburg,2016,53
DEBW118,Stuttgart Am Neckartor,städtisches Gebiet,Verkehr,Stuttgart,2016,82
DEBW120,Leonberg Grabenstraße,städtisches Gebiet,Verkehr,Leonberg,2016,47
DEBW121,Pleidelsheim Beihinger Straße,städtisches Gebiet,Verkehr,Pleidelsheim,2016,47
DEBW122,Freiburg Schwarzwaldstraße,städtisches Gebiet,Verkehr,Freiburg im Breisgau,2016,kein Wert verfügbar
DEBW125,Pfinztal Karlsruher Straße,vorstädtisches Gebiet,Verkehr,Pfinztal,2016,38
DEBW127,Freiburg Zähringer Straße,städtisches Gebiet,Verkehr,Freiburg im Breisgau,2016,41
DEBW128,Mühlacker Stuttgarter Straße,vorstädtisches Gebiet,Verkehr,Mühlacker,2016,49
DEBW130,Pforzheim Jahnstraße,städtisches Gebiet,Verkehr,Pforzheim,2016,40
DEBW133,Ilsfeld König-Wilhelm-Straße,vorstädtisches Gebiet,Verkehr,Ilsfeld,2016,41
DEBW134,Stuttgart Waiblinger Straße,städtisches Gebiet,Verkehr,Stuttgart,2016,47
DEBW135,Herrenberg Hindenburger Straße,städtisches Gebiet,Verkehr,Herrenberg,2016,49
DEBW136,Tübingen Mühlstraße,städtisches Gebiet,Verkehr,Tübingen,2016,48
DEBW137,Tübingen Jesinger Hauptstraße,ländlich stadtnah,Verkehr,Tübingen,2016,42
DEBW138,Ulm Zinglerstraße,städtisches Gebiet,Verkehr,Ulm,2016,kein Wert verfügbar
DEBW142,Markgröningen Grabenstraße,vorstädtisches Gebiet,Verkehr,Markgröningen,2016,41
DEBW144,Walzbachtal Bahnhofstraße,vorstädtisches Gebiet,Verkehr,Walzbachtal,2016,42
DEBW145,Heidenheim Wilhelmstraße,vorstädtisches Gebiet,Verkehr,Heidenheim an der Brenz,2016,44
DEBW147,Reutlingen Lederstraße-Ost,städtisches Gebiet,Verkehr,Reutlingen,2016,66
DEBW148,Ingersheim Tiefengasse,vorstädtisches Gebiet,Verkehr,Ingersheim,2016,37
DEBW151,Heidelberg Mittermaierstraße,städtisches Gebiet,Verkehr,Heidelberg,2016,42
DEBW152,Heilbronn Weinsberger Straße-Ost,städtisches Gebiet,Verkehr,Heilbronn,2016,57
DEBW153,Ulm Karlstraße,städtisches Gebiet,Verkehr,Ulm,2016,kein Wert verfügbar
DEBW154,Freiberg Benninger Straße,vorstädtisches Gebiet,Verkehr,Freiberg am Neckar,2016,41
DEBW155,Schwäbisch Gmünd Remsstraße,städtisches Gebiet,Verkehr,Schwäbisch Gmünd,2016,43
DEBW156,Schramberg Oberndorfer Straße,städtisches Gebiet,Verkehr,Schramberg,2016,40
DEBW157,Wendlingen Stuttgarter Straße,städtisches Gebiet,Verkehr,Wendlingen am Neckar,2016,kein Wert verfügbar
DEBW195,Hemmingen Hauptstraße,vorstädtisches Gebiet,Verkehr,Hemmingen,2016,kein Wert verfügbar
DEBW198,Mögglingen Hauptstraße,vorstädtisches Gebiet,Verkehr,Mögglingen,2016,41
DEBW210,Weil am Rhein Freiburger Straße,städtisches Gebiet,Verkehr,Weil am Rhein,2016,kein Wert verfügbar
DEBW211,Remseck Hauptstraße,vorstädtisches Gebiet,Verkehr,Remseck am Neckar,2016,kein Wert verfügbar
DEBW212,Remseck Remstalstraße,vorstädtisches Gebiet,Verkehr,Remseck am Neckar,2016,kein Wert verfügbar
DEBW213,Balingen Schömberger Straße,vorstädtisches Gebiet,Verkehr,Balingen,2016,kein Wert verfügbar
DEBW214,Bietigheim-Bissingen Stuttgarter Straße,vorstädtisches Gebiet,Verkehr,Bietigheim-Bissingen,2016,kein Wert verfügbar
DEBW219,Backnang Eugen-Adolff-Straße,städtisches Gebiet,Verkehr,Backnang,2016,56
DEBW220,Esslingen Grabbrunnenstraße,städtisches Gebiet,Verkehr,Esslingen am Neckar,2016,54
DEBW222,Kuchen Hauptstraße,ländliches Gebiet,Verkehr,Kuchen,2016,44
DEBW223,Leinfelden-Echterdingen Hauptstraße,städtisches Gebiet,Verkehr,Leinfelden-Echterdingen,2016,47
DEBW225,Steinheim Ludwigsburger Straße,städtisches Gebiet,Verkehr,Steinheim an der Murr,2016,kein Wert verfügbar
DEBW226,Friedrichshafen Maybachstraße,städtisches Gebiet,Verkehr,Friedrichshafen,2016,kein Wert verfügbar
DEBW227,Lichtenstein Wilhelmstraße,vorstädtisches Gebiet,Verkehr,Lichtenstein,2016,kein Wert verfügbar
DEBW228,Ravensburg Schussenstraße,städtisches Gebiet,Verkehr,Ravensburg,2016,49
DEBW229,Marbach Schillerstraße,städtisches Gebiet,Verkehr,Marbach am Neckar,2016,55
DEBW231,Östringen Hauptstraße,städtisches Gebiet,Verkehr,Östringen,2016,kein Wert verfügbar
DEBW232,Rastatt Kapellenstraße,städtisches Gebiet,Verkehr,Rastatt,2016,kein Wert verfügbar
DEBW233,Sindelfingen Hanns-Martin-Schleyer-Straße,städtisches Gebiet,Verkehr,Sindelfingen,2016,kein Wert verfügbar
DEBW234,Heilbronn Frankenbacher Straße,vorstädtisches Gebiet,Verkehr,Heilbronn,2016,kein Wert verfügbar
DEBW235,Heilbronn Mannheimer Straße,städtisches Gebiet,Verkehr,Heilbronn,2016,kein Wert verfügbar
DEBW236,Heilbronn Speyerer Straße,städtisches Gebiet,Verkehr,Heilbronn,2016,kein Wert verfügbar
DEBW237,Heilbronn Südstraße 2,städtisches Gebiet,Verkehr,Heilbronn,2016,kein Wert verfügbar
DEBW238,Heilbronn Südstraße 33,städtisches Gebiet,Verkehr,Heilbronn,2016,kein Wert verfügbar
DEBW239,Heilbronn Wilhelmstraße,städtisches Gebiet,Verkehr,Heilbronn,2016,kein Wert verfügbar
DEBW240,Heilbronn Wollhausstraße,städtisches Gebiet,Verkehr,Heilbronn,2016,kein Wert verfügbar
DEBW241,Ludwigsburg Schlossstraße,städtisches Gebiet,Verkehr,Ludwigsburg,2016,kein Wert verfügbar
